INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
102238,194252,122686,1.9,1.2,0.6316,11364,6669,0.5869,0.1112,0.0585,0.0926,0,0,0.5049,0.0,0.0,0.0,27145,17821,0.6565,0.2655,0.1397,0.2213,0,0,0.0259,0.0,0.0,0.0,0,0,0.5082,0.0,0.0,0.0,6514,3389,0.5203,0.0637,0.0335,0.0531,2630,763,0.2901,0.0257,0.0135,0.0214,0,0,0.5061,0.0,0.0,0.0,2636,1320,0.5008,0.0258,0.0136,0.0215,48773,25969,0.5324,0.4771,0.2511,0.3975,3176,1605,0.5054,0.0311,0.0163,0.0259,102238,57536,0.5628,1.0,0.5263,0.8333,No,1,0,0,1,0,621,1
321054,691502,543323,2.1538,1.6923,0.7857,9635,232,0.0241,0.03,0.0139,0.0177,9128,4623,0.5065,0.0284,0.0132,0.0168,34703,17687,0.5097,0.1081,0.0502,0.0639,0,0,0.656,0.0,0.0,0.0,0,0,0.4959,0.0,0.0,0.0,35641,17495,0.4909,0.111,0.0515,0.0656,7363,842,0.1144,0.0229,0.0106,0.0136,48937,24767,0.5061,0.1524,0.0708,0.0901,15120,7569,0.5006,0.0471,0.0219,0.0278,68249,13100,0.1919,0.2126,0.0987,0.1256,18189,9133,0.5021,0.0567,0.0263,0.0335,246965,95448,0.3865,0.7692,0.3571,0.4545,No,1,0,1,1,0,613,0
403087,503859,2015436,1.25,5.0,4.0,32612,13666,0.419,0.0809,0.0647,0.0162,9490,4769,0.5025,0.0235,0.0188,0.0047,36623,18515,0.5056,0.0909,0.0727,0.0182,0,0,0.4913,0.0,0.0,0.0,0,0,0.5228,0.0,0.0,0.0,39157,20232,0.5167,0.0971,0.0777,0.0194,11181,2235,0.1999,0.0277,0.0222,0.0055,50881,25750,0.5061,0.1262,0.101,0.0252,15722,7871,0.5006,0.039,0.0312,0.0078,121191,62823,0.5184,0.3007,0.2405,0.0601,19049,9589,0.5034,0.0473,0.0378,0.0095,335906,165450,0.4925,0.8333,0.6667,0.1667,No,1,1,0,1,0,614,0
8086,2021,0,0.2499,0.0,0.0,31,8,0.2581,0.0038,0.0153,0.0,362,182,0.5028,0.0448,0.1791,0.0556,4715,2408,0.5107,0.5831,2.333,0.339,0,0,0.6937,0.0,0.0,0.0007,0,0,0.4747,0.0,0.0,0.0,708,343,0.4845,0.0876,0.3503,0.285,0,0,0.2983,0.0,0.0,0.4002,0,0,0.506,0.0,0.0,0.0,0,0,0.5221,0.0,0.0,0.0167,4291,160,0.0373,0.5307,2.1232,0.1014,0,0,0.4998,0.0,0.0,0.0,10107,3101,0.3068,1.2499,5.001,2.3509,No,0,0,0,1,0,701,0
115560,219564,80892,1.9,0.7,0.3684,8444,568,0.0673,0.0731,0.0385,0.1044,8039,4051,0.5039,0.0696,0.0366,0.0994,24487,12513,0.511,0.2119,0.1115,0.3027,274,274,1.0,0.0024,0.0012,0.0034,12228,6260,0.5119,0.1058,0.0557,0.1512,8299,4233,0.5101,0.0718,0.0378,0.1026,2116,692,0.327,0.0183,0.0096,0.0262,0,0,0.5062,0.0,0.0,0.0,3352,1678,0.5006,0.029,0.0153,0.0414,44293,15450,0.3488,0.3833,0.2017,0.5476,4028,2024,0.5025,0.0349,0.0183,0.0498,115560,47743,0.4131,1.0,0.5263,1.4286,High,1,0,0,1,0,625,0
107006,690674,1342436,6.4545,12.5454,1.9437,3369,2417,0.7174,0.0315,0.0049,0.0025,10350,5214,0.5038,0.0967,0.015,0.0077,2758,1417,0.5138,0.0258,0.004,0.0021,0,0,0.5707,0.0,0.0,0.0,0,0,0.5286,0.0,0.0,0.0,23200,12861,0.5544,0.2168,0.0336,0.0173,4479,2514,0.5613,0.0419,0.0065,0.0033,22752,11515,0.5061,0.2126,0.0329,0.0169,1910,764,0.4,0.0178,0.0028,0.0014,22972,14479,0.6303,0.2147,0.0333,0.0171,5488,2746,0.5004,0.0513,0.0079,0.0041,97278,53927,0.5544,0.9091,0.1408,0.0725,No,1,0,1,1,1,531,0
83162,198310,806035,2.3846,9.6923,4.0645,4056,582,0.1435,0.0488,0.0205,0.005,0,0,0.5046,0.0,0.0,0.0,12933,6526,0.5046,0.1555,0.0652,0.016,0,0,1.0192,0.0,0.0,0.0,0,0,0.5429,0.0,0.0,0.0,11984,5069,0.423,0.1441,0.0604,0.0149,1013,205,0.2024,0.0122,0.0051,0.0013,0,0,0.506,0.0,0.0,0.0,5260,2394,0.4551,0.0633,0.0265,0.0065,21815,1319,0.0605,0.2623,0.11,0.0271,6910,3461,0.5009,0.0831,0.0348,0.0086,63971,19556,0.3057,0.7692,0.3226,0.0794,No,1,0,0,1,0,573,0
4498,4498,0,1.0,0.0,0.0,115,64,0.5565,0.0256,0.0256,0.0,286,145,0.507,0.0636,0.0636,0.0565,3764,1953,0.5189,0.8368,0.8368,0.0,0,0,0.5033,0.0,0.0,0.0004,0,0,0.4252,0.0,0.0,0.0,612,316,0.5163,0.1361,0.1361,0.015,0,0,0.4703,0.0,0.0,0.0994,0,0,0.5062,0.0,0.0,0.016,0,0,0.5089,0.0,0.0,0.0,4220,2877,0.6818,0.9382,0.9382,0.4929,0,0,0.5018,0.0,0.0,0.0,8997,5355,0.5952,2.0002,2.0002,0.0,No,0,0,0,1,0,585,0
105534,1034233,1245301,9.8,11.8,1.2041,5219,3569,0.6838,0.0495,0.005,0.0042,0,0,0.502,0.0,0.0,0.0,4976,2570,0.5165,0.0472,0.0048,0.004,0,0,0.5168,0.0,0.0,0.0,1564,757,0.484,0.0148,0.0015,0.0013,37752,19388,0.5136,0.3577,0.0365,0.0303,4740,2392,0.5046,0.0449,0.0046,0.0038,0,0,0.506,0.0,0.0,0.0,4047,2026,0.5006,0.0383,0.0039,0.0032,37503,19934,0.5315,0.3554,0.0363,0.0301,9733,4879,0.5013,0.0922,0.0094,0.0078,105534,55515,0.526,1.0,0.102,0.0847,High,1,1,0,1,1,516,1
290284,532187,798280,1.8333,2.75,1.5,14674,11523,0.7853,0.0506,0.0276,0.0184,0,0,0.5024,0.0,0.0,0.0,20837,16067,0.7711,0.0718,0.0392,0.0261,0,0,0.2575,0.0,0.0,0.0,0,0,0.4607,0.0,0.0,0.0,83231,46897,0.5635,0.2867,0.1564,0.1043,25328,16103,0.6358,0.0873,0.0476,0.0317,0,0,0.5061,0.0,0.0,0.0,6739,3374,0.5007,0.0232,0.0127,0.0084,71666,48114,0.6714,0.2469,0.1347,0.0898,19428,9739,0.5013,0.0669,0.0365,0.0243,241903,151817,0.6276,0.8333,0.4545,0.303,No,1,0,0,1,1,617,0
164651,444558,3095439,2.7,18.8,6.963,3659,2447,0.6688,0.0222,0.0082,0.0012,26420,13223,0.5005,0.1605,0.0594,0.0085,7143,3659,0.5122,0.0434,0.0161,0.0023,232,232,1.0,0.0014,0.0005,0.0001,0,0,0.5055,0.0,0.0,0.0,54672,28158,0.515,0.332,0.123,0.0177,8236,1724,0.2093,0.05,0.0185,0.0027,0,0,0.5061,0.0,0.0,0.0,4905,2456,0.5007,0.0298,0.011,0.0016,45237,23872,0.5277,0.2747,0.1018,0.0146,14147,7128,0.5039,0.0859,0.0318,0.0046,164651,82899,0.5035,1.0,0.3704,0.0532,No,1,1,0,1,1,467,0
81200,121800,747040,1.5,9.2,6.1333,15926,10796,0.6779,0.1961,0.1308,0.0213,10044,5058,0.5036,0.1237,0.0825,0.0134,30485,15517,0.509,0.3754,0.2503,0.0408,0,0,0.8525,0.0,0.0,0.0,0,0,0.5004,0.0,0.0,0.0,10436,5407,0.5181,0.1285,0.0857,0.014,5422,2454,0.4526,0.0668,0.0445,0.0073,0,0,0.5062,0.0,0.0,0.0,3844,2099,0.546,0.0473,0.0316,0.0051,0,0,0.8812,0.0,0.0,0.0,5043,2526,0.5009,0.0621,0.0414,0.0068,81200,43857,0.5401,1.0,0.6667,0.1087,No,1,0,0,1,0,565,0
0,8448,30720,0.0,15.3031,3.6364,0,0,0.3289,0.0177,0.0,0.0,0,0,0.5036,0.0725,0.0,0.0,0,0,0.561,0.344,0.0,0.0,23,23,1.0,0.0007,0.0027,0.0007,589,294,0.4992,0.0378,0.0697,0.0192,1038,537,0.5173,0.2288,0.1229,0.0338,247,128,0.5182,0.0486,0.0292,0.008,1440,729,0.5062,0.2118,0.1705,0.0469,0,0,0.5392,0.0487,0.0,0.0,0,0,0.2534,0.2283,0.0,0.0,503,254,0.505,0.0585,0.0595,0.0164,3840,1965,0.5117,1.0931,0.4545,0.125,Low,1,0,0,1,0,499,1
178922,536765,1691622,3.0,9.4545,3.1515,10959,3726,0.34,0.0613,0.0204,0.0065,5356,2681,0.5006,0.0299,0.01,0.0032,25501,15715,0.6163,0.1425,0.0475,0.0151,427,427,1.0,0.0024,0.0008,0.0003,0,0,0.4351,0.0,0.0,0.0,22074,11350,0.5142,0.1234,0.0411,0.013,9457,3643,0.3852,0.0529,0.0176,0.0056,0,0,0.5061,0.0,0.0,0.0,8872,4441,0.5006,0.0496,0.0165,0.0052,69350,36958,0.5329,0.3876,0.1292,0.041,10660,5382,0.5049,0.0596,0.0199,0.0063,162656,84323,0.5184,0.9091,0.303,0.0962,No,1,0,0,1,0,567,0
230465,362160,642010,1.5714,2.7857,1.7727,12377,2629,0.2124,0.0537,0.0342,0.0193,7222,3652,0.5057,0.0313,0.0199,0.0112,27623,14079,0.5097,0.1199,0.0763,0.043,0,0,1.4773,0.0,0.0,0.0,11783,6441,0.5466,0.0511,0.0325,0.0184,29878,15390,0.5151,0.1296,0.0825,0.0465,10472,8651,0.8261,0.0454,0.0289,0.0163,38879,19676,0.5061,0.1687,0.1074,0.0606,12014,6014,0.5006,0.0521,0.0332,0.0187,0,0,0.3918,0.0,0.0,0.0,14370,7256,0.5049,0.0624,0.0397,0.0224,164618,83788,0.509,0.7143,0.4545,0.2564,High,1,0,1,1,0,627,0
60401,42281,398647,0.7,6.6,9.4285,6505,3228,0.4962,0.1077,0.1539,0.0163,3286,1642,0.4997,0.0544,0.0777,0.0082,10079,5114,0.5074,0.1669,0.2384,0.0253,0,0,0.464,0.0,0.0,0.0,0,0,0.531,0.0,0.0,0.0,3539,1896,0.5357,0.0586,0.0837,0.0089,957,385,0.4023,0.0158,0.0226,0.0024,0,0,0.506,0.0,0.0,0.0,1368,684,0.5,0.0226,0.0324,0.0034,33013,25250,0.7649,0.5466,0.7808,0.0828,1654,832,0.503,0.0274,0.0391,0.0041,60401,39031,0.6462,1.0,1.4286,0.1515,No,1,0,0,1,0,575,0
4134,591,0,0.143,0.0,0.0,37,28,0.7568,0.009,0.0626,0.1316,136,67,0.4926,0.0329,0.2301,0.0274,1701,868,0.5103,0.4115,2.8782,0.1536,0,0,1.1431,0.0,0.0,0.0,0,0,0.4421,0.0,0.0,0.0026,253,123,0.4862,0.0612,0.4281,0.0,0,0,0.1137,0.0,0.0,0.0497,0,0,0.506,0.0,0.0,0.0,0,0,0.5167,0.0,0.0,0.0584,3779,1988,0.5261,0.9141,6.3942,0.0,0,0,0.5017,0.0,0.0,0.0474,5906,3074,0.5205,1.4286,9.9932,0.851,No,0,0,0,1,0,678,0
125522,182578,821599,1.4545,6.5455,4.5,5807,1920,0.3306,0.0463,0.0318,0.0071,0,0,0.5026,0.0,0.0,0.0,31502,19691,0.6251,0.251,0.1725,0.0383,368,226,0.6141,0.0029,0.002,0.0004,0,0,0.4826,0.0,0.0,0.0,7531,3552,0.4717,0.06,0.0412,0.0092,2627,739,0.2813,0.0209,0.0144,0.0032,22841,11560,0.5061,0.182,0.1251,0.0278,3033,1656,0.546,0.0242,0.0166,0.0037,36417,7688,0.2111,0.2901,0.1995,0.0443,3985,2006,0.5034,0.0317,0.0218,0.0049,114111,49038,0.4297,0.9091,0.625,0.1389,No,1,0,1,1,0,599,0
19513,12417,342363,0.6363,17.5454,27.5721,393,140,0.3562,0.0201,0.0317,0.0011,0,0,0.5048,0.0,0.0,0.0,2552,1294,0.5071,0.1308,0.2055,0.0075,0,0,1.0326,0.0,0.0,0.0,1000,491,0.491,0.0512,0.0805,0.0029,3614,1864,0.5158,0.1852,0.2911,0.0106,365,190,0.5205,0.0187,0.0294,0.0011,0,0,0.5061,0.0,0.0,0.0,0,0,0.4325,0.0,0.0,0.0,9040,4859,0.5375,0.4633,0.728,0.0264,775,387,0.4994,0.0397,0.0624,0.0023,17739,9225,0.52,0.9091,1.4286,0.0518,Low,1,0,0,1,0,512,1
455062,606749,5157365,1.3333,11.3333,8.5,17504,11353,0.6486,0.0385,0.0288,0.0034,8877,4472,0.5038,0.0195,0.0146,0.0017,48766,32073,0.6577,0.1072,0.0804,0.0095,0,0,1.0903,0.0,0.0,0.0,19550,10726,0.5486,0.043,0.0322,0.0038,42448,24766,0.5834,0.0933,0.07,0.0082,11908,7617,0.6397,0.0262,0.0196,0.0023,47644,24112,0.5061,0.1047,0.0785,0.0092,14723,7371,0.5006,0.0324,0.0243,0.0029,150091,108156,0.7206,0.3298,0.2474,0.0291,17707,8937,0.5047,0.0389,0.0292,0.0034,379218,239583,0.6318,0.8333,0.625,0.0735,High,1,1,0,1,0,575,0
0,6269,20494,0.0,2.8159,3.2691,0,0,0.7799,0.0409,0.0,0.0,0,0,0.5052,0.0644,0.0,0.0,0,0,0.5227,0.2662,0.0,0.0,0,0,0.5873,0.0004,0.0,0.0,0,0,0.5037,0.0551,0.0,0.0,1555,1020,0.6559,0.0954,0.248,0.0759,322,227,0.705,0.028,0.0514,0.0157,0,0,0.5061,0.0284,0.0,0.0,0,0,0.4865,0.037,0.0,0.0,0,0,0.6019,0.5498,0.0,0.0,534,268,0.5019,0.0336,0.0852,0.0261,2411,1515,0.6284,0.6965,0.3846,0.1176,No,1,0,0,1,0,549,0
54349,76089,293485,1.4,5.4,3.8571,8491,5442,0.6409,0.1562,0.1116,0.0289,4059,2034,0.5011,0.0747,0.0533,0.0138,12516,6339,0.5065,0.2303,0.1645,0.0426,0,0,0.3652,0.0,0.0,0.0,0,0,0.5225,0.0,0.0,0.0,4178,2148,0.5141,0.0769,0.0549,0.0142,726,509,0.7011,0.0134,0.0095,0.0025,0,0,0.5062,0.0,0.0,0.0,1680,840,0.5,0.0309,0.0221,0.0057,20684,10828,0.5235,0.3806,0.2718,0.0705,2015,1018,0.5052,0.0371,0.0265,0.0069,54349,29158,0.5365,1.0,0.7143,0.1852,No,1,1,0,1,0,578,1
99273,148910,89346,1.5,0.9,0.6,7158,2366,0.3305,0.0721,0.0481,0.0801,0,0,0.503,0.0,0.0,0.0,29056,14706,0.5061,0.2927,0.1951,0.3252,0,0,0.8468,0.0,0.0,0.0,0,0,0.4032,0.0,0.0,0.0,9560,4741,0.4959,0.0963,0.0642,0.107,1808,1245,0.6886,0.0182,0.0121,0.0202,0,0,0.5061,0.0,0.0,0.0,4014,2010,0.5007,0.0404,0.027,0.0449,42847,7461,0.1741,0.4316,0.2877,0.4796,4830,2423,0.5017,0.0487,0.0324,0.0541,99273,34952,0.3521,1.0,0.6667,1.1111,No,1,0,0,1,0,676,0
73051,504052,1198036,6.9,16.4,2.3768,2534,1101,0.4345,0.0347,0.005,0.0021,10749,5407,0.503,0.1471,0.0213,0.009,3815,2404,0.6301,0.0522,0.0076,0.0032,0,0,0.0515,0.0,0.0,0.0,910,460,0.5055,0.0125,0.0018,0.0008,20376,9606,0.4714,0.2789,0.0404,0.017,3348,1958,0.5848,0.0458,0.0066,0.0028,23604,11946,0.5061,0.3231,0.0468,0.0197,1982,992,0.5005,0.0271,0.0039,0.0017,0,0,0.8117,0.0,0.0,0.0,5733,2881,0.5025,0.0785,0.0114,0.0048,73051,36755,0.5031,1.0,0.1449,0.061,Low,1,1,0,1,1,498,0
14750,14750,388419,1.0,26.3335,26.3335,408,215,0.527,0.0277,0.0277,0.0011,0,0,0.5005,0.0,0.0,0.0,1918,958,0.4995,0.13,0.13,0.0049,0,0,0.9569,0.0,0.0,0.0,0,0,0.5149,0.0,0.0,0.0,2722,1407,0.5169,0.1845,0.1845,0.007,488,217,0.4447,0.0331,0.0331,0.0013,1893,958,0.5061,0.1283,0.1283,0.0049,0,0,0.5144,0.0,0.0,0.0,8376,4326,0.5165,0.5679,0.5679,0.0216,584,294,0.5034,0.0396,0.0396,0.0015,16389,8375,0.511,1.1111,1.1111,0.0422,No,1,1,0,1,0,423,1
0,42428,30760,3.2379,8.1889,0.725,0,0,0.8779,0.0047,0.0,0.0,0,0,0.5026,0.0,0.0,0.0,0,0,0.6163,0.3664,0.0,0.0,0,0,0.6442,0.0005,0.0,0.0,0,0,0.5861,0.019,0.0,0.0,608,345,0.5674,0.1656,0.0143,0.0198,147,113,0.7687,0.0,0.0035,0.0048,780,394,0.5051,0.2051,0.0184,0.0254,0,0,0.4953,0.0346,0.0,0.0,8804,6891,0.7827,0.1382,0.2075,0.2862,268,135,0.5037,0.0741,0.0063,0.0087,10607,7878,0.7427,1.0668,0.25,0.3448,No,1,0,0,1,0,499,0
2657,1860,69613,0.7,26.1998,37.4263,180,135,0.75,0.0677,0.0968,0.0026,0,0,0.5005,0.0,0.0,0.0,849,422,0.4971,0.3195,0.4565,0.0122,0,0,0.9302,0.0,0.0,0.0,0,0,0.5685,0.0,0.0,0.0,1214,625,0.5148,0.4569,0.6527,0.0174,150,92,0.6133,0.0565,0.0806,0.0022,0,0,0.5059,0.0,0.0,0.0,0,0,0.4735,0.0,0.0,0.0,0,0,0.3634,0.0,0.0,0.0,264,132,0.5,0.0994,0.1419,0.0038,2657,1406,0.5292,1.0,1.4285,0.0382,No,1,0,0,1,0,409,1
0,6010,18814,1.9165,8.8846,3.1304,0,0,0.0,0.1073,0.0,0.0,0,0,0.503,0.0307,0.0,0.0,0,0,0.4985,0.0,0.0,0.0,0,0,0.6055,0.0,0.0,0.0,0,0,0.4829,0.0,0.0,0.0,705,228,0.3234,0.1159,0.1173,0.0375,78,0,0.6407,0.0083,0.013,0.0041,1357,687,0.5063,0.0686,0.2258,0.0721,0,0,0.4885,0.0286,0.0,0.0,0,0,0.3388,0.4729,0.0,0.0,473,239,0.5053,0.0092,0.0787,0.0251,2613,1154,0.4416,1.0052,0.4348,0.1389,No,1,0,0,1,0,564,1
175426,593749,1376419,3.3846,7.8462,2.3182,7539,1301,0.1726,0.043,0.0127,0.0055,4690,2356,0.5023,0.0267,0.0079,0.0034,17682,8927,0.5049,0.1008,0.0298,0.0128,1282,989,0.7715,0.0073,0.0022,0.0009,10543,5219,0.495,0.0601,0.0178,0.0077,16711,7335,0.4389,0.0953,0.0281,0.0121,8090,4641,0.5737,0.0461,0.0136,0.0059,0,0,0.506,0.0,0.0,0.0,7133,3247,0.4552,0.0407,0.012,0.0052,51916,23683,0.4562,0.2959,0.0874,0.0377,9357,4700,0.5023,0.0533,0.0158,0.0068,134943,62398,0.4624,0.7692,0.2273,0.098,High,1,1,0,1,0,566,0
46106,466184,81966,10.1111,1.7778,0.1758,2056,1088,0.5292,0.0446,0.0044,0.0251,0,0,0.4977,0.0,0.0,0.0,7358,3768,0.5121,0.1596,0.0158,0.0898,0,0,0.9251,0.0,0.0,0.0,553,323,0.5841,0.012,0.0012,0.0067,9096,4710,0.5178,0.1973,0.0195,0.111,6330,3132,0.4948,0.1373,0.0136,0.0772,0,0,0.506,0.0,0.0,0.0,374,204,0.5455,0.0081,0.0008,0.0046,22017,11711,0.5319,0.4775,0.0472,0.2686,3445,1719,0.499,0.0747,0.0074,0.042,51229,26655,0.5203,1.1111,0.1099,0.625,Low,1,0,0,1,0,605,0
132328,767502,1667333,5.8,12.6,2.1724,2030,1116,0.5498,0.0153,0.0026,0.0012,20797,10462,0.5031,0.1572,0.0271,0.0125,5672,2897,0.5108,0.0429,0.0074,0.0034,0,0,0.7531,0.0,0.0,0.0,0,0,0.5741,0.0,0.0,0.0,37234,16301,0.4378,0.2814,0.0485,0.0223,5678,2858,0.5033,0.0429,0.0074,0.0034,0,0,0.5062,0.0,0.0,0.0,4632,2319,0.5006,0.035,0.006,0.0028,45115,24739,0.5484,0.3409,0.0588,0.0271,11170,5596,0.501,0.0844,0.0146,0.0067,132328,66288,0.5009,1.0,0.1724,0.0794,No,1,1,0,1,1,526,1
0,6757,22149,0.0,7.8055,3.2779,0,0,0.0214,0.0036,0.0,0.0,0,0,0.5041,0.0,0.0,0.0,0,0,0.5794,0.0144,0.0,0.0,0,0,0.6169,0.0015,0.0,0.0,0,0,0.5626,0.0,0.0,0.0,1348,772,0.5727,0.0,0.1995,0.0609,212,113,0.533,0.0367,0.0314,0.0096,1629,825,0.5064,0.1096,0.2411,0.0735,0,0,0.5363,0.0454,0.0,0.0,0,0,0.5743,0.3323,0.0,0.0,565,285,0.5044,0.0367,0.0836,0.0255,3754,1995,0.5314,0.8592,0.5556,0.1695,No,1,0,0,1,0,591,0
3935,984,0,0.2501,0.0,0.0,102,22,0.2157,0.0259,0.1037,0.0,293,147,0.5017,0.0745,0.2978,0.0139,3934,2028,0.5155,0.9997,3.998,0.0,0,0,0.4716,0.0,0.0,0.0003,0,0,0.554,0.0,0.0,0.0,590,287,0.4864,0.1499,0.5996,0.2411,0,0,0.5762,0.0,0.0,0.0,0,0,0.506,0.0,0.0,0.0825,0,0,0.5447,0.0,0.0,0.0071,0,0,0.4799,0.0,0.0,0.0,0,0,0.5022,0.0,0.0,0.0,4919,2484,0.505,1.2501,4.999,0.2584,No,0,0,0,1,0,672,0
39344,34972,957358,0.8889,24.333,27.375,750,128,0.1707,0.0191,0.0214,0.0008,11183,5622,0.5027,0.2842,0.3198,0.0117,4207,2149,0.5108,0.1069,0.1203,0.0044,0,0,0.7499,0.0,0.0,0.0,1765,829,0.4697,0.0449,0.0505,0.0018,4864,2008,0.4128,0.1236,0.1391,0.0051,552,254,0.4601,0.014,0.0158,0.0006,0,0,0.5061,0.0,0.0,0.0,0,0,0.4583,0.0,0.0,0.0,19119,8808,0.4607,0.4859,0.5467,0.02,1275,643,0.5043,0.0324,0.0365,0.0013,43715,20441,0.4676,1.1111,1.25,0.0457,High,1,0,0,1,0,371,1
40936,24562,8187,0.6,0.2,0.3333,4438,367,0.0827,0.1084,0.1807,0.5421,4071,2038,0.5006,0.0994,0.1657,0.4973,14052,8066,0.574,0.3433,0.5721,1.7164,0,0,0.631,0.0,0.0,0.0,0,0,0.5035,0.0,0.0,0.0,3192,1140,0.3571,0.078,0.13,0.3899,745,29,0.0389,0.0182,0.0303,0.091,0,0,0.506,0.0,0.0,0.0,1693,847,0.5003,0.0414,0.0689,0.2068,10715,902,0.0842,0.2618,0.4362,1.3088,2030,1022,0.5034,0.0496,0.0826,0.248,40936,14411,0.352,1.0,1.6666,5.0001,No,1,0,0,1,0,666,0
393495,2911863,1062436,7.4,2.7,0.3649,23331,18243,0.7819,0.0593,0.008,0.022,37729,18962,0.5026,0.0959,0.013,0.0355,10218,5234,0.5122,0.026,0.0035,0.0096,0,0,0.5868,0.0,0.0,0.0,0,0,0.5602,0.0,0.0,0.0,91732,53787,0.5863,0.2331,0.0315,0.0863,23450,11541,0.4922,0.0596,0.0081,0.0221,83095,42054,0.5061,0.2112,0.0285,0.0782,8372,4191,0.5006,0.0213,0.0029,0.0079,95486,71077,0.7444,0.2427,0.0328,0.0899,20082,10140,0.5049,0.051,0.0069,0.0189,393495,235229,0.5978,1.0,0.1351,0.3704,No,1,0,1,1,1,684,0
279600,675700,3378500,2.4167,12.0833,5.0,6774,1416,0.209,0.0242,0.01,0.002,0,0,0.5005,0.0,0.0,0.0,45978,31098,0.6764,0.1644,0.068,0.0136,0,0,0.4278,0.0,0.0,0.0,18831,9723,0.5163,0.0673,0.0279,0.0056,34142,17956,0.5259,0.1221,0.0505,0.0101,6838,2961,0.433,0.0245,0.0101,0.002,43504,22017,0.5061,0.1556,0.0644,0.0129,13443,6729,0.5006,0.0481,0.0199,0.004,47348,7221,0.1525,0.1693,0.0701,0.014,16142,8112,0.5025,0.0577,0.0239,0.0048,233000,107233,0.4602,0.8333,0.3448,0.069,High,1,1,1,1,0,538,1
285997,967991,1583986,3.3846,5.5385,1.6364,22972,13100,0.5703,0.0803,0.0237,0.0145,4945,2480,0.5015,0.0173,0.0051,0.0031,26229,17305,0.6598,0.0917,0.0271,0.0166,0,0,0.5491,0.0,0.0,0.0,10242,4804,0.469,0.0358,0.0106,0.0065,22198,12282,0.5533,0.0776,0.0229,0.014,10785,6135,0.5688,0.0377,0.0111,0.0068,26552,13438,0.5061,0.0928,0.0274,0.0168,8204,4107,0.5006,0.0287,0.0085,0.0052,78013,47915,0.6142,0.2728,0.0806,0.0493,9858,4962,0.5033,0.0345,0.0102,0.0062,219998,126528,0.5751,0.7692,0.2273,0.1389,High,1,0,0,1,0,615,0
22191,254192,14122,11.4547,0.6364,0.0556,898,235,0.2617,0.0405,0.0035,0.0636,0,0,0.5016,0.0,0.0,0.0,2506,1279,0.5104,0.1129,0.0099,0.1775,0,0,1.1278,0.0,0.0,0.0,232,120,0.5172,0.0105,0.0009,0.0164,3557,2070,0.582,0.1603,0.014,0.2519,2456,1428,0.5814,0.1107,0.0097,0.1739,0,0,0.5062,0.0,0.0,0.0,121,66,0.5455,0.0055,0.0005,0.0086,9249,6357,0.6873,0.4168,0.0364,0.6549,1155,579,0.5013,0.052,0.0045,0.0818,20174,12134,0.6015,0.9091,0.0794,1.4286,Low,1,0,0,1,0,642,0
