INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
43974,562867,13192,12.8,0.3,0.0234,552,276,0.5,0.0126,0.001,0.0418,0,0,0.5035,0.0,0.0,0.0,6411,3252,0.5073,0.1458,0.0114,0.486,0,0,0.3143,0.0,0.0,0.0,0,0,0.6208,0.0,0.0,0.0,7476,3692,0.4938,0.17,0.0133,0.5667,2906,114,0.0392,0.0661,0.0052,0.2203,13154,6657,0.5061,0.2991,0.0234,0.9971,319,174,0.5455,0.0073,0.0006,0.0242,10232,1456,0.1423,0.2327,0.0182,0.7756,2924,1468,0.5021,0.0665,0.0052,0.2216,43974,17089,0.3886,1.0,0.0781,3.3334,No,1,0,0,1,0,679,0
126790,369803,1215067,2.9167,9.5833,3.2857,8313,1156,0.1391,0.0656,0.0225,0.0068,4359,2178,0.4997,0.0344,0.0118,0.0036,16217,8241,0.5082,0.1279,0.0439,0.0133,0,0,0.9256,0.0,0.0,0.0,0,0,0.5258,0.0,0.0,0.0,14884,6196,0.4163,0.1174,0.0402,0.0122,8582,3513,0.4093,0.0677,0.0232,0.0071,0,0,0.5061,0.0,0.0,0.0,6613,3010,0.4552,0.0522,0.0179,0.0054,38039,16492,0.4336,0.3,0.1029,0.0313,8651,4326,0.5001,0.0682,0.0234,0.0071,105658,45112,0.427,0.8333,0.2857,0.087,No,1,0,0,1,0,581,0
427030,952606,2102304,2.2308,4.9231,2.2069,18158,6176,0.3401,0.0425,0.0191,0.0086,8941,4510,0.5044,0.0209,0.0094,0.0043,33961,17522,0.5159,0.0795,0.0357,0.0162,0,0,0.537,0.0,0.0,0.0,16611,9841,0.5924,0.0389,0.0174,0.0079,37017,19064,0.515,0.0867,0.0389,0.0176,6429,2174,0.3382,0.0151,0.0067,0.0031,48045,24315,0.5061,0.1125,0.0504,0.0229,14844,7431,0.5006,0.0348,0.0156,0.0071,126645,72686,0.5739,0.2966,0.1329,0.0602,17834,8991,0.5041,0.0418,0.0187,0.0085,328485,172710,0.5258,0.7692,0.3448,0.1562,High,1,1,1,1,0,559,0
10604,5302,0,0.5,0.0,0.0,222,160,0.7207,0.0209,0.0419,0.2008,0,0,0.5005,0.0,0.0,0.0,6048,3082,0.5096,0.5704,1.1407,0.1372,0,0,1.3226,0.0,0.0,0.0,0,0,0.5865,0.0,0.0,0.0305,1071,600,0.5602,0.101,0.202,0.0,0,0,0.7311,0.0,0.0,0.0,0,0,0.5063,0.0,0.0,0.0,0,0,0.4858,0.0,0.0,0.0059,10332,4954,0.4795,0.9743,1.9487,0.0,0,0,0.5025,0.0,0.0,0.1078,17673,8796,0.4977,1.6666,3.3333,2.6255,No,0,0,0,1,0,660,0
23381,144962,42086,6.2,1.8,0.2903,487,68,0.1396,0.0208,0.0034,0.0116,0,0,0.5021,0.0,0.0,0.0,3240,1648,0.5086,0.1386,0.0224,0.077,0,0,0.5769,0.0,0.0,0.0,227,121,0.533,0.0097,0.0016,0.0054,3792,1878,0.4953,0.1622,0.0262,0.0901,734,734,1.0,0.0314,0.0051,0.0174,6739,3411,0.5062,0.2882,0.0465,0.1601,150,90,0.6,0.0064,0.001,0.0036,6521,2101,0.3222,0.2789,0.045,0.1549,1491,747,0.501,0.0638,0.0103,0.0354,23381,10798,0.4618,1.0,0.1613,0.5556,Low,1,0,0,1,0,613,1
10488,3933,0,0.375,0.0,0.0,118,72,0.6102,0.0113,0.03,0.0,328,166,0.5061,0.0313,0.0834,0.0,5732,3661,0.6387,0.5465,1.4574,0.1123,0,0,0.6131,0.0,0.0,0.0,0,0,0.5193,0.0,0.0,0.0,687,352,0.5124,0.0655,0.1747,0.1729,0,0,0.2518,0.0,0.0,0.3762,0,0,0.506,0.0,0.0,0.0,0,0,0.4527,0.0,0.0,0.0292,6245,1769,0.2833,0.5954,1.5878,0.0,0,0,0.5017,0.0,0.0,0.0889,13110,6020,0.4592,1.25,3.3333,0.1481,No,0,0,0,1,0,629,1
144719,684128,1078817,4.7273,7.4546,1.5769,4129,553,0.1339,0.0285,0.006,0.0038,0,0,0.5033,0.0,0.0,0.0,7606,3864,0.508,0.0526,0.0111,0.0071,0,0,0.5729,0.0,0.0,0.0,2535,1207,0.4761,0.0175,0.0037,0.0023,46478,18737,0.4031,0.3212,0.0679,0.0431,11540,4570,0.396,0.0797,0.0169,0.0107,0,0,0.5063,0.0,0.0,0.0,6158,3083,0.5006,0.0426,0.009,0.0057,38361,15964,0.4162,0.2651,0.0561,0.0356,14756,7396,0.5012,0.102,0.0216,0.0137,131563,55374,0.4209,0.9091,0.1923,0.122,High,1,1,0,1,1,570,1
124887,133213,266426,1.0667,2.1333,2.0,7240,4109,0.5675,0.058,0.0543,0.0272,0,0,0.5062,0.0,0.0,0.0,17843,9035,0.5064,0.1429,0.1339,0.067,0,0,1.0138,0.0,0.0,0.0,9073,4105,0.4524,0.0726,0.0681,0.0341,23483,13968,0.5948,0.188,0.1763,0.0881,8933,6859,0.7678,0.0715,0.0671,0.0335,0,0,0.506,0.0,0.0,0.0,7220,3287,0.4553,0.0578,0.0542,0.0271,0,0,0.2749,0.0,0.0,0.0,9466,4762,0.5031,0.0758,0.0711,0.0355,83258,46125,0.554,0.6667,0.625,0.3125,High,1,0,0,1,0,593,1
13766,5162,471472,0.375,34.249,91.3351,925,582,0.6292,0.0672,0.1792,0.002,3626,1821,0.5022,0.2634,0.7024,0.0077,1376,699,0.508,0.1,0.2666,0.0029,0,0,1.154,0.0,0.0,0.0,0,0,0.5084,0.0,0.0,0.0,2257,1330,0.5893,0.164,0.4372,0.0048,319,120,0.3762,0.0232,0.0618,0.0007,1339,678,0.5063,0.0973,0.2594,0.0028,0,0,0.4732,0.0,0.0,0.0,6949,4134,0.5949,0.5048,1.3462,0.0147,416,208,0.5,0.0302,0.0806,0.0009,17207,9572,0.5563,1.25,3.3334,0.0365,No,1,0,0,1,0,366,1
15619,123531,5680,7.909,0.3637,0.046,303,16,0.0528,0.0194,0.0025,0.0533,0,0,0.502,0.0,0.0,0.0,2588,1508,0.5827,0.1657,0.021,0.4556,0,0,0.8454,0.0,0.0,0.0,0,0,0.5395,0.0,0.0,0.0,2136,854,0.3998,0.1368,0.0173,0.3761,498,166,0.3333,0.0319,0.004,0.0877,4537,2296,0.5061,0.2905,0.0367,0.7988,120,60,0.5,0.0077,0.001,0.0211,3013,635,0.2108,0.1929,0.0244,0.5305,1004,506,0.504,0.0643,0.0081,0.1768,14199,6041,0.4255,0.9091,0.1149,2.4998,No,1,0,0,1,0,625,0
158440,464759,1499903,2.9333,9.4667,3.2273,7507,2447,0.326,0.0474,0.0162,0.005,0,0,0.505,0.0,0.0,0.0,14053,7109,0.5059,0.0887,0.0302,0.0094,0,0,0.9238,0.0,0.0,0.0,7198,3945,0.5481,0.0454,0.0155,0.0048,15278,7882,0.5159,0.0964,0.0329,0.0102,4484,1802,0.4019,0.0283,0.0096,0.003,0,0,0.5063,0.0,0.0,0.0,6150,3079,0.5007,0.0388,0.0132,0.0041,43541,25380,0.5829,0.2748,0.0937,0.029,7416,3730,0.503,0.0468,0.016,0.0049,105627,55374,0.5242,0.6667,0.2273,0.0704,High,1,1,0,1,0,557,1
258361,215301,2906564,0.8333,11.25,13.5,24356,10522,0.432,0.0943,0.1131,0.0084,0,0,0.5,0.0,0.0,0.0,38575,19685,0.5103,0.1493,0.1792,0.0133,0,0,0.8981,0.0,0.0,0.0,0,0,0.5264,0.0,0.0,0.0,41873,21543,0.5145,0.1621,0.1945,0.0144,18773,13900,0.7404,0.0727,0.0872,0.0065,54544,27605,0.5061,0.2111,0.2533,0.0188,16854,8438,0.5007,0.0652,0.0783,0.0058,0,0,0.3974,0.0,0.0,0.0,20326,10226,0.5031,0.0787,0.0944,0.007,215301,111919,0.5198,0.8333,1.0,0.0741,No,1,1,1,1,0,526,0
30367,343147,36440,11.3,1.2,0.1062,606,460,0.7591,0.02,0.0018,0.0166,0,0,0.5022,0.0,0.0,0.0,3821,2263,0.5923,0.1258,0.0111,0.1049,0,0,0.7387,0.0,0.0,0.0,0,0,0.473,0.0,0.0,0.0,3900,2002,0.5133,0.1284,0.0114,0.107,3547,1351,0.3809,0.1168,0.0103,0.0973,6587,3333,0.506,0.2169,0.0192,0.1808,168,84,0.5,0.0055,0.0005,0.0046,10280,5053,0.4915,0.3385,0.03,0.2821,1458,737,0.5055,0.048,0.0042,0.04,30367,15283,0.5033,1.0,0.0885,0.8333,No,1,0,0,1,0,628,1
75182,164033,211876,2.1818,2.8182,1.2917,9891,6255,0.6324,0.1316,0.0603,0.0467,2667,1342,0.5032,0.0355,0.0163,0.0126,10186,5183,0.5088,0.1355,0.0621,0.0481,0,0,1.0303,0.0,0.0,0.0,5746,2844,0.495,0.0764,0.035,0.0271,11555,6245,0.5405,0.1537,0.0704,0.0545,4191,1661,0.3963,0.0557,0.0255,0.0198,14353,7263,0.506,0.1909,0.0875,0.0677,4435,2220,0.5006,0.059,0.027,0.0209,0,0,0.5779,0.0,0.0,0.0,5323,2685,0.5044,0.0708,0.0325,0.0251,68347,35698,0.5223,0.9091,0.4167,0.3226,High,1,0,0,1,0,598,0
230770,609893,725278,2.6429,3.1429,1.1892,7936,4181,0.5268,0.0344,0.013,0.0109,0,0,0.501,0.0,0.0,0.0,24988,14562,0.5828,0.1083,0.041,0.0345,0,0,0.8328,0.0,0.0,0.0,0,0,0.5409,0.0,0.0,0.0,23179,11950,0.5156,0.1004,0.038,0.032,7927,1334,0.1683,0.0344,0.013,0.0109,0,0,0.5062,0.0,0.0,0.0,8535,3885,0.4552,0.037,0.014,0.0118,81016,46492,0.5739,0.3511,0.1328,0.1117,11255,5636,0.5008,0.0488,0.0185,0.0155,164836,88040,0.5341,0.7143,0.2703,0.2273,No,1,0,0,1,0,638,0
35705,42846,217800,1.2,6.1,5.0833,3331,2317,0.6956,0.0933,0.0777,0.0153,2142,1078,0.5033,0.06,0.05,0.0098,6497,3332,0.5129,0.182,0.1516,0.0298,0,0,0.7236,0.0,0.0,0.0,0,0,0.5177,0.0,0.0,0.0,2213,1141,0.5156,0.062,0.0517,0.0102,1283,779,0.6072,0.0359,0.0299,0.0059,6140,3108,0.5062,0.172,0.1433,0.0282,814,370,0.4545,0.0228,0.019,0.0037,12216,7027,0.5752,0.3421,0.2851,0.0561,1069,540,0.5051,0.0299,0.0249,0.0049,35705,19692,0.5515,1.0,0.8333,0.1639,No,1,0,1,1,0,554,0
243779,1950230,1950230,8.0,8.0,1.0,7070,2553,0.3611,0.029,0.0036,0.0036,25530,12843,0.5031,0.1047,0.0131,0.0131,10298,6894,0.6695,0.0422,0.0053,0.0053,0,0,0.5113,0.0,0.0,0.0,0,0,0.6117,0.0,0.0,0.0,52885,27421,0.5185,0.2169,0.0271,0.0271,11194,5155,0.4605,0.0459,0.0057,0.0057,56336,28511,0.5061,0.2311,0.0289,0.0289,4730,2368,0.5006,0.0194,0.0024,0.0024,39969,23208,0.5807,0.164,0.0205,0.0205,13605,6858,0.5041,0.0558,0.007,0.007,221617,115811,0.5226,0.9091,0.1136,0.1136,No,1,1,1,1,1,610,0
58383,164532,488290,2.8181,8.3636,2.9678,1166,295,0.253,0.02,0.0071,0.0024,0,0,0.5043,0.0,0.0,0.0,11085,5604,0.5055,0.1899,0.0674,0.0227,0,0,0.769,0.0,0.0,0.0,0,0,0.5729,0.0,0.0,0.0,9107,3350,0.3678,0.156,0.0554,0.0187,4158,795,0.1912,0.0712,0.0253,0.0085,0,0,0.5062,0.0,0.0,0.0,4389,2397,0.5461,0.0752,0.0267,0.009,17397,3457,0.1987,0.298,0.1057,0.0356,5773,2915,0.5049,0.0989,0.0351,0.0118,53075,18813,0.3545,0.9091,0.3226,0.1087,No,1,0,0,1,0,584,0
133311,246113,892159,1.8462,6.6923,3.625,4081,816,0.2,0.0306,0.0166,0.0046,3290,1659,0.5043,0.0247,0.0134,0.0037,17258,11058,0.6407,0.1295,0.0701,0.0193,0,0,0.8335,0.0,0.0,0.0,0,0,0.5664,0.0,0.0,0.0,11357,4822,0.4246,0.0852,0.0461,0.0127,2827,468,0.1655,0.0212,0.0115,0.0032,17688,8952,0.5061,0.1327,0.0719,0.0198,4555,2281,0.5008,0.0342,0.0185,0.0051,34910,19133,0.5481,0.2619,0.1418,0.0391,6581,3299,0.5013,0.0494,0.0267,0.0074,102547,52488,0.5118,0.7692,0.4167,0.1149,No,1,0,0,1,0,585,1
188522,616982,1233965,3.2727,6.5455,2.0,14512,3950,0.2722,0.077,0.0235,0.0118,0,0,0.4985,0.0,0.0,0.0,19311,9877,0.5115,0.1024,0.0313,0.0156,0,0,0.6223,0.0,0.0,0.0,9432,4746,0.5032,0.05,0.0153,0.0076,21519,11141,0.5177,0.1141,0.0349,0.0174,7454,2522,0.3383,0.0395,0.0121,0.006,0,0,0.506,0.0,0.0,0.0,8640,4325,0.5006,0.0458,0.014,0.007,80194,42215,0.5264,0.4254,0.13,0.065,10322,5161,0.5,0.0548,0.0167,0.0084,171384,83937,0.4898,0.9091,0.2778,0.1389,High,1,0,0,1,0,546,1
273858,252792,1200762,0.9231,4.3846,4.75,8940,466,0.0521,0.0326,0.0354,0.0074,8532,4309,0.505,0.0312,0.0338,0.0071,32010,16398,0.5123,0.1169,0.1266,0.0267,0,0,0.7127,0.0,0.0,0.0,0,0,0.4733,0.0,0.0,0.0,34885,17853,0.5118,0.1274,0.138,0.0291,9886,1871,0.1893,0.0361,0.0391,0.0082,45713,23135,0.5061,0.1669,0.1808,0.0381,14124,7071,0.5006,0.0516,0.0559,0.0118,39620,7880,0.1989,0.1447,0.1567,0.033,16950,8492,0.501,0.0619,0.0671,0.0141,210660,87475,0.4152,0.7692,0.8333,0.1754,No,1,0,1,1,0,680,0
169985,538285,1501532,3.1667,8.8333,2.7895,11900,7721,0.6488,0.07,0.0221,0.0079,6279,3154,0.5023,0.0369,0.0117,0.0042,31279,19623,0.6274,0.184,0.0581,0.0208,0,0,0.0633,0.0,0.0,0.0,0,0,0.6352,0.0,0.0,0.0,28375,15982,0.5632,0.1669,0.0527,0.0189,7258,2813,0.3876,0.0427,0.0135,0.0048,33671,17040,0.5061,0.1981,0.0626,0.0224,10404,5209,0.5007,0.0612,0.0193,0.0069,0,0,0.5857,0.0,0.0,0.0,12488,6266,0.5018,0.0735,0.0232,0.0083,141654,77808,0.5493,0.8333,0.2632,0.0943,No,1,1,0,1,0,573,0
40198,259462,3654,6.4546,0.0909,0.0141,1109,591,0.5329,0.0276,0.0043,0.3035,0,0,0.5038,0.0,0.0,0.0,4069,2067,0.508,0.1012,0.0157,1.1136,0,0,0.7306,0.0,0.0,0.0,354,167,0.4718,0.0088,0.0014,0.0969,4906,2533,0.5163,0.122,0.0189,1.3426,2839,1176,0.4142,0.0706,0.0109,0.777,8302,4202,0.5061,0.2065,0.032,2.272,198,90,0.4545,0.0049,0.0008,0.0542,12926,6274,0.4854,0.3216,0.0498,3.5375,1841,922,0.5008,0.0458,0.0071,0.5038,36544,18022,0.4932,0.9091,0.1408,10.0011,Low,1,0,0,1,0,649,0
16330,195955,7258,11.9997,0.4445,0.037,1112,816,0.7338,0.0681,0.0057,0.1532,0,0,0.501,0.0,0.0,0.0,2257,1149,0.5091,0.1382,0.0115,0.311,0,0,0.7313,0.0,0.0,0.0,0,0,0.5309,0.0,0.0,0.0,2980,1661,0.5574,0.1825,0.0152,0.4106,2152,1206,0.5604,0.1318,0.011,0.2965,0,0,0.5059,0.0,0.0,0.0,110,50,0.4545,0.0067,0.0006,0.0152,8503,5421,0.6375,0.5207,0.0434,1.1715,1030,518,0.5029,0.0631,0.0053,0.1419,18144,10821,0.5964,1.1111,0.0926,2.4999,No,1,0,0,1,0,621,0
34093,288244,58889,8.4546,1.7273,0.2043,1407,600,0.4264,0.0413,0.0049,0.0239,0,0,0.4986,0.0,0.0,0.0,6109,3092,0.5061,0.1792,0.0212,0.1037,0,0,0.5853,0.0,0.0,0.0,0,0,0.3798,0.0,0.0,0.0,8075,4421,0.5475,0.2369,0.028,0.1371,2397,677,0.2824,0.0703,0.0083,0.0407,0,0,0.5062,0.0,0.0,0.0,336,168,0.5,0.0099,0.0012,0.0057,9845,1307,0.1328,0.2888,0.0342,0.1672,2825,1417,0.5016,0.0829,0.0098,0.048,30994,11682,0.3769,0.9091,0.1075,0.5263,No,1,0,0,1,0,619,1
209348,209348,1084801,1.0,5.1818,5.1818,16933,7967,0.4705,0.0809,0.0809,0.0156,8987,4536,0.5047,0.0429,0.0429,0.0083,27164,13783,0.5074,0.1298,0.1298,0.025,0,0,0.8581,0.0,0.0,0.0,0,0,0.5539,0.0,0.0,0.0,9925,5432,0.5473,0.0474,0.0474,0.0091,3851,2815,0.731,0.0184,0.0184,0.0035,25734,13024,0.5061,0.1229,0.1229,0.0237,3416,1555,0.4552,0.0163,0.0163,0.0031,89829,67807,0.7548,0.4291,0.4291,0.0828,4477,2265,0.5059,0.0214,0.0214,0.0041,190316,119184,0.6262,0.9091,0.9091,0.1754,No,1,0,1,1,0,602,0
220838,186863,2225362,0.8462,10.0769,11.9091,4383,1272,0.2902,0.0198,0.0235,0.002,0,0,0.5047,0.0,0.0,0.0,35845,18388,0.513,0.1623,0.1918,0.0161,0,0,0.6064,0.0,0.0,0.0,0,0,0.4605,0.0,0.0,0.0,28124,9465,0.3365,0.1274,0.1505,0.0126,8873,0,0.4972,0.0402,0.0475,0.004,0,0,0.5061,0.0,0.0,0.0,11593,3871,0.3339,0.0525,0.062,0.0052,62496,7719,0.1235,0.283,0.3344,0.0281,18561,9361,0.5043,0.084,0.0993,0.0083,169875,50076,0.2948,0.7692,0.9091,0.0763,No,1,1,0,1,0,596,0
216406,613149,1677143,2.8333,7.75,2.7353,2534,959,0.3785,0.0117,0.0041,0.0015,34248,17216,0.5027,0.1583,0.0559,0.0204,9346,4754,0.5087,0.0432,0.0152,0.0056,0,0,1.2102,0.0,0.0,0.0,0,0,0.5513,0.0,0.0,0.0,68365,33990,0.4972,0.3159,0.1115,0.0408,7935,1434,0.1807,0.0367,0.0129,0.0047,0,0,0.506,0.0,0.0,0.0,7638,3824,0.5007,0.0353,0.0125,0.0046,31887,3851,0.1208,0.1473,0.052,0.019,18385,9221,0.5016,0.085,0.03,0.011,180338,75249,0.4173,0.8333,0.2941,0.1075,No,1,1,0,1,1,625,0
137264,846464,1967456,6.1667,14.3334,2.3243,5460,2785,0.5101,0.0398,0.0065,0.0028,0,0,0.5088,0.0,0.0,0.0,7724,5034,0.6517,0.0563,0.0091,0.0039,0,0,0.9041,0.0,0.0,0.0,0,0,0.5843,0.0,0.0,0.0,40976,21183,0.517,0.2985,0.0484,0.0208,8756,2537,0.2897,0.0638,0.0103,0.0045,0,0,0.5061,0.0,0.0,0.0,4032,1835,0.4551,0.0294,0.0048,0.002,36855,17652,0.479,0.2685,0.0435,0.0187,10584,5321,0.5027,0.0771,0.0125,0.0054,114387,56347,0.4926,0.8333,0.1351,0.0581,No,1,1,0,1,1,506,0
307348,351254,1866039,1.1429,6.0714,5.3125,15277,4034,0.2641,0.0497,0.0435,0.0082,8372,4224,0.5045,0.0272,0.0238,0.0045,31950,16330,0.5111,0.104,0.091,0.0171,0,0,1.0845,0.0,0.0,0.0,0,0,0.5232,0.0,0.0,0.0,30988,14210,0.4586,0.1008,0.0882,0.0166,6436,275,0.0427,0.0209,0.0183,0.0034,45241,22896,0.5061,0.1472,0.1288,0.0242,12815,6999,0.5462,0.0417,0.0365,0.0069,51603,1456,0.0282,0.1679,0.1469,0.0277,16852,8464,0.5023,0.0548,0.048,0.009,219534,78888,0.3593,0.7143,0.625,0.1176,No,1,1,1,1,0,613,1
17116,123235,5135,7.2,0.3,0.0417,749,442,0.5901,0.0438,0.0061,0.1459,0,0,0.5042,0.0,0.0,0.0,2449,1235,0.5043,0.1431,0.0199,0.4769,0,0,1.1122,0.0,0.0,0.0,202,119,0.5891,0.0118,0.0016,0.0393,2928,1512,0.5164,0.1711,0.0238,0.5702,1687,686,0.4066,0.0986,0.0137,0.3285,0,0,0.5061,0.0,0.0,0.0,132,66,0.5,0.0077,0.0011,0.0257,7869,4524,0.5749,0.4597,0.0639,1.5324,1100,551,0.5009,0.0643,0.0089,0.2142,17116,9135,0.5337,1.0,0.1389,3.3332,Low,1,0,0,1,0,654,0
367410,1023500,3726591,2.7857,10.1429,3.641,9964,1375,0.138,0.0271,0.0097,0.0027,0,0,0.5022,0.0,0.0,0.0,33447,16986,0.5078,0.091,0.0327,0.009,668,668,1.0,0.0018,0.0007,0.0002,17318,8130,0.4695,0.0471,0.0169,0.0046,30545,13131,0.4299,0.0831,0.0298,0.0082,13389,7184,0.5366,0.0364,0.0131,0.0036,46781,23676,0.5061,0.1273,0.0457,0.0126,14454,7236,0.5006,0.0393,0.0141,0.0039,78534,38266,0.4873,0.2138,0.0767,0.0211,17336,8710,0.5024,0.0472,0.0169,0.0047,262436,125362,0.4777,0.7143,0.2564,0.0704,High,1,1,1,1,0,502,0
288302,967871,2924206,3.3571,10.1429,3.0213,11647,5107,0.4385,0.0404,0.012,0.004,6641,3342,0.5032,0.023,0.0069,0.0023,24885,12764,0.5129,0.0863,0.0257,0.0085,0,0,0.3874,0.0,0.0,0.0,14471,7273,0.5026,0.0502,0.015,0.0049,30885,17636,0.571,0.1071,0.0319,0.0106,5175,486,0.0939,0.0179,0.0053,0.0018,35581,18007,0.5061,0.1234,0.0368,0.0122,10993,5503,0.5006,0.0381,0.0114,0.0038,52492,12689,0.2417,0.1821,0.0542,0.018,13160,6593,0.501,0.0456,0.0136,0.0045,205930,89400,0.4341,0.7143,0.2128,0.0704,High,1,1,1,1,0,528,0
45872,293581,59634,6.4,1.3,0.2031,872,872,1.0,0.019,0.003,0.0146,0,0,0.5025,0.0,0.0,0.0,6643,3429,0.5162,0.1448,0.0226,0.1114,0,0,1.5731,0.0,0.0,0.0,0,0,0.5137,0.0,0.0,0.0,8069,4159,0.5154,0.1759,0.0275,0.1353,5572,1911,0.343,0.1215,0.019,0.0934,0,0,0.506,0.0,0.0,0.0,360,180,0.5,0.0078,0.0012,0.006,21326,10240,0.4802,0.4649,0.0726,0.3576,3030,1522,0.5023,0.0661,0.0103,0.0508,45872,22313,0.4864,1.0,0.1562,0.7692,No,1,0,0,1,0,639,0
163528,572348,1896925,3.5,11.6,3.3143,10696,2263,0.2116,0.0654,0.0187,0.0056,0,0,0.5028,0.0,0.0,0.0,10377,5269,0.5078,0.0635,0.0181,0.0055,0,0,0.5303,0.0,0.0,0.0,3721,1864,0.5009,0.0228,0.0065,0.002,92156,54065,0.5867,0.5635,0.161,0.0486,19123,11909,0.6228,0.1169,0.0334,0.0101,0,0,0.5062,0.0,0.0,0.0,7066,4244,0.6006,0.0432,0.0123,0.0037,0,0,0.5953,0.0,0.0,0.0,20389,10213,0.5009,0.1247,0.0356,0.0107,163528,89827,0.5493,1.0,0.2857,0.0862,High,1,0,0,1,1,504,0
32929,256116,43906,7.7778,1.3334,0.1714,1127,250,0.2218,0.0342,0.0044,0.0257,0,0,0.5016,0.0,0.0,0.0,9391,6145,0.6543,0.2852,0.0367,0.2139,0,0,0.8527,0.0,0.0,0.0,612,354,0.5784,0.0186,0.0024,0.0139,7557,3581,0.4739,0.2295,0.0295,0.1721,3462,1578,0.4558,0.1051,0.0135,0.0789,0,0,0.506,0.0,0.0,0.0,341,155,0.4545,0.0104,0.0013,0.0078,11018,1894,0.1719,0.3346,0.043,0.2509,3080,1553,0.5042,0.0935,0.012,0.0701,36588,15510,0.4239,1.1111,0.1429,0.8333,Low,1,0,0,1,0,613,0
250333,1355972,2211277,5.4167,8.8333,1.6308,4984,1744,0.3499,0.0199,0.0037,0.0023,35781,18006,0.5032,0.1429,0.0264,0.0162,9612,4952,0.5152,0.0384,0.0071,0.0043,0,0,0.4575,0.0,0.0,0.0,0,0,0.4745,0.0,0.0,0.0,74026,38208,0.5161,0.2957,0.0546,0.0335,9239,6956,0.7529,0.0369,0.0068,0.0042,0,0,0.506,0.0,0.0,0.0,7260,3304,0.4551,0.029,0.0054,0.0033,48684,25859,0.5312,0.1945,0.0359,0.022,19025,9528,0.5008,0.076,0.014,0.0086,208611,108557,0.5204,0.8333,0.1538,0.0943,No,1,0,0,1,1,548,1
19242,16836,98613,0.875,5.1249,5.8573,935,427,0.4567,0.0486,0.0555,0.0095,6756,3385,0.501,0.3511,0.4013,0.0685,2556,1292,0.5055,0.1328,0.1518,0.0259,47,0,0.6754,0.0024,0.0028,0.0005,0,0,0.5161,0.0,0.0,0.0,3607,1855,0.5143,0.1875,0.2142,0.0366,737,276,0.3745,0.0383,0.0438,0.0075,0,0,0.5062,0.0,0.0,0.0,0,0,0.4593,0.0,0.0,0.0,8638,3361,0.3891,0.4489,0.5131,0.0876,776,386,0.4974,0.0403,0.0461,0.0079,24052,10982,0.4566,1.25,1.4286,0.2439,No,1,0,0,1,0,647,1
134784,362880,1099008,2.6923,8.1538,3.0286,12200,5716,0.4685,0.0905,0.0336,0.0111,3273,1637,0.5002,0.0243,0.009,0.003,12423,6358,0.5118,0.0922,0.0342,0.0113,0,0,0.4707,0.0,0.0,0.0,6438,3595,0.5584,0.0478,0.0177,0.0059,13514,7002,0.5181,0.1003,0.0372,0.0123,3129,835,0.2669,0.0232,0.0086,0.0028,0,0,0.5062,0.0,0.0,0.0,4980,2266,0.455,0.0369,0.0137,0.0045,41213,18013,0.4371,0.3058,0.1136,0.0375,6510,3268,0.502,0.0483,0.0179,0.0059,103680,48690,0.4696,0.7692,0.2857,0.0943,High,1,0,0,1,0,558,0
